Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient
2-P =,Untitled 2 Process
2-A =,Untitled 2 Ambient


Interval:,10,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
2710,27/05/2019,21:33:20,28.8,16.5,27.5,17.4
2711,27/05/2019,21:33:30,28.8,16.5,27.5,17.4
2712,27/05/2019,21:33:40,28.8,16.5,27.5,17.4
2713,27/05/2019,21:33:50,28.8,16.5,27.5,17.4
2714,27/05/2019,21:34:00,28.8,16.5,27.5,17.4
2715,27/05/2019,21:34:10,28.8,16.5,27.5,17.4
2716,27/05/2019,21:34:20,28.8,16.5,27.5,17.4
2717,27/05/2019,21:34:30,28.8,16.5,27.5,17.4
2718,27/05/2019,21:34:40,28.8,16.5,27.5,17.4
2719,27/05/2019,21:34:50,28.8,16.5,27.5,17.4
2720,27/05/2019,21:35:00,28.8,16.5,27.5,17.4
2721,27/05/2019,21:35:10,28.7,16.4,27.5,17.4
2722,27/05/2019,21:35:20,28.7,16.4,27.5,17.4
2723,27/05/2019,21:35:30,28.7,16.5,27.5,17.4
2724,27/05/2019,21:35:40,28.8,16.5,27.5,17.4
2725,27/05/2019,21:35:50,28.8,16.5,27.5,17.4
2726,27/05/2019,21:36:00,28.8,16.5,27.5,17.4
2727,27/05/2019,21:36:10,28.8,16.5,27.5,17.4
2728,27/05/2019,21:36:20,28.8,16.5,27.5,17.4
2729,27/05/2019,21:36:30,28.8,16.5,27.4,17.4
2730,27/05/2019,21:36:40,28.7,16.5,27.4,17.4
2731,27/05/2019,21:36:50,28.7,16.5,27.4,17.4
2732,27/05/2019,21:37:00,28.8,16.5,27.4,17.4
2733,27/05/2019,21:37:10,28.7,16.5,27.4,17.4
2734,27/05/2019,21:37:20,28.7,16.5,27.4,17.4
2735,27/05/2019,21:37:30,28.7,16.5,27.4,17.4
2736,27/05/2019,21:37:40,28.7,16.4,27.4,17.4
2737,27/05/2019,21:37:50,28.6,16.4,27.4,17.4
2738,27/05/2019,21:38:00,28.7,16.4,27.4,17.4
2739,27/05/2019,21:38:10,28.7,16.4,27.4,17.4
2740,27/05/2019,21:38:20,28.6,16.4,27.4,17.4
2741,27/05/2019,21:38:30,28.7,16.4,27.4,17.4
2742,27/05/2019,21:38:40,28.7,16.4,27.4,17.4
2743,27/05/2019,21:38:50,28.6,16.4,27.4,17.4
2744,27/05/2019,21:39:00,28.7,16.5,27.4,17.4
2745,27/05/2019,21:39:10,28.7,16.4,27.4,17.4
2746,27/05/2019,21:39:20,28.7,16.5,27.4,17.4
2747,27/05/2019,21:39:30,28.7,16.5,27.4,17.4
2748,27/05/2019,21:39:40,28.7,16.5,27.4,17.4
2749,27/05/2019,21:39:50,28.7,16.5,27.4,17.4
2750,27/05/2019,21:40:00,28.7,16.5,27.4,17.4
2751,27/05/2019,21:40:10,28.7,16.5,27.4,17.4
2752,27/05/2019,21:40:20,28.7,16.5,27.4,17.4
2753,27/05/2019,21:40:30,28.7,16.5,27.4,17.4
2754,27/05/2019,21:40:40,28.7,16.5,27.4,17.4
2755,27/05/2019,21:40:50,28.7,16.5,27.4,17.4
2756,27/05/2019,21:41:00,28.7,16.5,27.4,17.4
2757,27/05/2019,21:41:10,28.7,16.5,27.4,17.4
2758,27/05/2019,21:41:20,28.7,16.5,27.4,17.4
2759,27/05/2019,21:41:30,28.6,16.5,27.4,17.4
2760,27/05/2019,21:41:40,28.6,16.5,27.4,17.4
2761,27/05/2019,21:41:50,28.6,16.5,27.3,17.4
2762,27/05/2019,21:42:00,28.6,16.5,27.3,17.4
2763,27/05/2019,21:42:10,28.6,16.5,27.3,17.4
2764,27/05/2019,21:42:20,28.6,16.5,27.3,17.4
2765,27/05/2019,21:42:30,28.6,16.5,27.3,17.4
2766,27/05/2019,21:42:40,28.6,16.5,27.3,17.4
2767,27/05/2019,21:42:50,28.5,16.4,27.3,17.4
2768,27/05/2019,21:43:00,28.5,16.4,27.3,17.4
2769,27/05/2019,21:43:10,28.5,16.4,27.3,17.4
2770,27/05/2019,21:43:20,28.5,16.4,27.3,17.4
2771,27/05/2019,21:43:30,28.5,16.4,27.3,17.4
2772,27/05/2019,21:43:40,28.5,16.4,27.3,17.4
2773,27/05/2019,21:43:50,28.5,16.4,27.3,17.3
2774,27/05/2019,21:44:00,28.5,16.4,27.2,17.3
2775,27/05/2019,21:44:10,28.5,16.4,27.3,17.3
2776,27/05/2019,21:44:20,28.5,16.4,27.3,17.3
2777,27/05/2019,21:44:30,28.5,16.4,27.3,17.3
2778,27/05/2019,21:44:40,28.5,16.4,27.3,17.3
2779,27/05/2019,21:44:50,28.5,16.4,27.3,17.3
2780,27/05/2019,21:45:00,28.5,16.4,27.3,17.3
2781,27/05/2019,21:45:10,28.5,16.4,27.3,17.3
2782,27/05/2019,21:45:20,28.5,16.4,27.3,17.3
2783,27/05/2019,21:45:30,28.5,16.4,27.3,17.3
2784,27/05/2019,21:45:40,28.5,16.4,27.3,17.3
2785,27/05/2019,21:45:50,28.5,16.4,27.2,17.3
2786,27/05/2019,21:46:00,28.5,16.4,27.2,17.3
2787,27/05/2019,21:46:10,28.5,16.4,27.2,17.3
2788,27/05/2019,21:46:20,28.5,16.4,27.2,17.3
2789,27/05/2019,21:46:30,28.4,16.4,27.2,17.3
2790,27/05/2019,21:46:40,28.4,16.4,27.2,17.3
2791,27/05/2019,21:46:50,28.4,16.4,27.3,17.3
2792,27/05/2019,21:47:00,28.4,16.4,27.3,17.3
2793,27/05/2019,21:47:10,28.4,16.4,27.2,17.3
2794,27/05/2019,21:47:20,28.5,16.4,27.2,17.3
2795,27/05/2019,21:47:30,28.4,16.4,27.2,17.3
2796,27/05/2019,21:47:40,28.4,16.4,27.2,17.3
2797,27/05/2019,21:47:50,28.4,16.4,27.2,17.3
2798,27/05/2019,21:48:00,28.4,16.4,27.3,17.3
2799,27/05/2019,21:48:10,28.4,16.4,27.3,17.3
2800,27/05/2019,21:48:20,28.4,16.4,27.3,17.3
2801,27/05/2019,21:48:30,28.4,16.4,27.3,17.3
2802,27/05/2019,21:48:40,28.4,16.3,27.3,17.3
2803,27/05/2019,21:48:50,28.4,16.3,27.3,17.3
2804,27/05/2019,21:49:00,28.4,16.3,27.3,17.3
2805,27/05/2019,21:49:10,28.3,16.3,27.3,17.3
2806,27/05/2019,21:49:20,28.3,16.3,27.3,17.3
2807,27/05/2019,21:49:30,28.3,16.3,27.3,17.3
2808,27/05/2019,21:49:40,28.3,16.3,27.2,17.3
2809,27/05/2019,21:49:50,28.3,16.3,27.2,17.3
2810,27/05/2019,21:50:00,28.3,16.3,27.2,17.3
2811,27/05/2019,21:50:10,28.3,16.3,27.2,17.3
2812,27/05/2019,21:50:20,28.3,16.3,27.2,17.3
2813,27/05/2019,21:50:30,28.3,16.3,27.2,17.3
2814,27/05/2019,21:50:40,28.3,16.3,27.2,17.3
2815,27/05/2019,21:50:50,28.3,16.3,27.2,17.3
2816,27/05/2019,21:51:00,28.3,16.3,27.2,17.3
2817,27/05/2019,21:51:10,28.3,16.3,27.2,17.3
2818,27/05/2019,21:51:20,28.3,16.3,27.2,17.3
2819,27/05/2019,21:51:30,28.3,16.3,27.2,17.3
2820,27/05/2019,21:51:40,28.3,16.3,27.2,17.3
2821,27/05/2019,21:51:50,28.3,16.3,27.2,17.3
2822,27/05/2019,21:52:00,28.3,16.3,27.2,17.3
2823,27/05/2019,21:52:10,28.3,16.3,27.2,17.3
2824,27/05/2019,21:52:20,28.3,16.3,27.2,17.3
2825,27/05/2019,21:52:30,28.3,16.3,27.2,17.3
2826,27/05/2019,21:52:40,28.3,16.3,27.1,17.3
2827,27/05/2019,21:52:50,28.3,16.3,27.2,17.3
2828,27/05/2019,21:53:00,28.3,16.3,27.2,17.3
2829,27/05/2019,21:53:10,28.3,16.3,27.2,17.3
2830,27/05/2019,21:53:20,28.3,16.3,27.2,17.3
2831,27/05/2019,21:53:30,28.3,16.3,27.1,17.3
2832,27/05/2019,21:53:40,28.3,16.3,27.1,17.3
2833,27/05/2019,21:53:50,28.3,16.3,27.1,17.3
2834,27/05/2019,21:54:00,28.3,16.3,27.2,17.3
2835,27/05/2019,21:54:10,28.3,16.3,27.2,17.3
2836,27/05/2019,21:54:20,28.3,16.3,27.1,17.3
2837,27/05/2019,21:54:30,28.3,16.3,27.1,17.3
2838,27/05/2019,21:54:40,28.3,16.3,27.2,17.3
2839,27/05/2019,21:54:50,28.3,16.3,27.1,17.3
2840,27/05/2019,21:55:00,28.3,16.3,27.1,17.3
2841,27/05/2019,21:55:10,28.3,16.3,27.2,17.3
2842,27/05/2019,21:55:20,28.3,16.3,27.1,17.3
2843,27/05/2019,21:55:30,28.3,16.3,27.1,17.3
2844,27/05/2019,21:55:40,28.3,16.3,27.1,17.3
2845,27/05/2019,21:55:50,28.3,16.3,27.2,17.3
2846,27/05/2019,21:56:00,28.3,16.3,27.1,17.3
2847,27/05/2019,21:56:10,28.3,16.3,27.1,17.3
2848,27/05/2019,21:56:20,28.3,16.3,27.1,17.3
2849,27/05/2019,21:56:30,28.3,16.3,27.1,17.3
2850,27/05/2019,21:56:40,28.3,16.3,27.1,17.3
2851,27/05/2019,21:56:50,28.3,16.3,27.1,17.3
2852,27/05/2019,21:57:00,28.2,16.3,27.1,17.3
2853,27/05/2019,21:57:10,28.2,16.3,27.1,17.3
2854,27/05/2019,21:57:20,28.2,16.3,27.1,17.3
2855,27/05/2019,21:57:30,28.2,16.3,27.1,17.3
2856,27/05/2019,21:57:40,28.2,16.3,27.1,17.3
2857,27/05/2019,21:57:50,28.2,16.3,27.1,17.3
2858,27/05/2019,21:58:00,28.2,16.3,27.1,17.3
2859,27/05/2019,21:58:10,28.2,16.3,27.1,17.3
2860,27/05/2019,21:58:20,28.2,16.3,27.1,17.3
2861,27/05/2019,21:58:30,28.2,16.3,27.1,17.3
2862,27/05/2019,21:58:40,28.2,16.3,27.1,17.3
2863,27/05/2019,21:58:50,28.2,16.3,27.1,17.3
2864,27/05/2019,21:59:00,28.2,16.3,27.1,17.3
2865,27/05/2019,21:59:10,28.1,16.2,27.1,17.3
2866,27/05/2019,21:59:20,28.1,16.2,27.1,17.3
2867,27/05/2019,21:59:30,28.1,16.2,27.1,17.3
2868,27/05/2019,21:59:40,28.1,16.2,27.1,17.3
2869,27/05/2019,21:59:50,28.2,16.2,27.1,17.3
2870,27/05/2019,22:00:00,28.1,16.2,27.0,17.2
2871,27/05/2019,22:00:10,28.1,16.2,27.0,17.2
2872,27/05/2019,22:00:20,28.1,16.2,27.0,17.2
2873,27/05/2019,22:00:30,28.1,16.2,26.9,17.2
2874,27/05/2019,22:00:40,28.1,16.2,27.0,17.2
2875,27/05/2019,22:00:50,28.1,16.2,27.0,17.2
2876,27/05/2019,22:01:00,28.1,16.2,27.0,17.2
2877,27/05/2019,22:01:10,28.2,16.2,26.9,17.2
2878,27/05/2019,22:01:20,28.2,16.3,26.9,17.2
2879,27/05/2019,22:01:30,28.2,16.3,26.9,17.2
2880,27/05/2019,22:01:40,28.2,16.3,26.9,17.2
2881,27/05/2019,22:01:50,28.2,16.3,26.9,17.2
2882,27/05/2019,22:02:00,28.2,16.3,26.9,17.2
2883,27/05/2019,22:02:10,28.2,16.3,27.0,17.2
2884,27/05/2019,22:02:20,28.2,16.3,27.0,17.2
2885,27/05/2019,22:02:30,28.2,16.3,27.0,17.2
2886,27/05/2019,22:02:40,28.2,16.3,26.9,17.2
2887,27/05/2019,22:02:50,28.2,16.3,26.9,17.2
2888,27/05/2019,22:03:00,28.2,16.3,26.9,17.2
2889,27/05/2019,22:03:10,28.2,16.3,26.9,17.2
2890,27/05/2019,22:03:20,28.2,16.3,26.9,17.2
2891,27/05/2019,22:03:30,28.2,16.3,26.9,17.2
2892,27/05/2019,22:03:40,28.2,16.3,26.9,17.2
2893,27/05/2019,22:03:50,28.2,16.3,26.9,17.2
2894,27/05/2019,22:04:00,28.1,16.3,26.9,17.2
2895,27/05/2019,22:04:10,28.1,16.3,26.9,17.2
2896,27/05/2019,22:04:20,28.1,16.3,26.9,17.2
2897,27/05/2019,22:04:30,28.1,16.3,26.9,17.2
2898,27/05/2019,22:04:40,28.1,16.3,26.9,17.2
2899,27/05/2019,22:04:50,28.1,16.3,26.9,17.2
2900,27/05/2019,22:05:00,28.1,16.3,26.9,17.2
2901,27/05/2019,22:05:10,28.1,16.3,26.9,17.2
2902,27/05/2019,22:05:20,28.1,16.3,26.9,17.2
2903,27/05/2019,22:05:30,28.1,16.2,26.9,17.2
2904,27/05/2019,22:05:40,28.0,16.2,26.9,17.2
2905,27/05/2019,22:05:50,28.0,16.2,26.9,17.2
2906,27/05/2019,22:06:00,28.0,16.2,26.9,17.2
2907,27/05/2019,22:06:10,28.0,16.2,26.9,17.2
2908,27/05/2019,22:06:20,28.0,16.2,26.9,17.2
2909,27/05/2019,22:06:30,28.0,16.2,26.9,17.2
2910,27/05/2019,22:06:40,28.0,16.2,26.9,17.2
2911,27/05/2019,22:06:50,28.0,16.2,26.9,17.2
2912,27/05/2019,22:07:00,28.1,16.2,26.9,17.2
2913,27/05/2019,22:07:10,28.1,16.3,26.9,17.2
2914,27/05/2019,22:07:20,28.1,16.3,26.9,17.2
2915,27/05/2019,22:07:30,28.0,16.3,26.9,17.2
2916,27/05/2019,22:07:40,28.0,16.3,26.9,17.3
2917,27/05/2019,22:07:50,28.0,16.3,26.9,17.3
2918,27/05/2019,22:08:00,28.0,16.3,26.9,17.3
2919,27/05/2019,22:08:10,28.0,16.3,27.0,17.3
2920,27/05/2019,22:08:20,28.1,16.3,27.0,17.3
2921,27/05/2019,22:08:30,28.0,16.3,27.0,17.3
2922,27/05/2019,22:08:40,28.0,16.3,26.9,17.3
2923,27/05/2019,22:08:50,28.0,16.3,26.9,17.3
2924,27/05/2019,22:09:00,28.0,16.3,26.9,17.3
2925,27/05/2019,22:09:10,28.0,16.3,26.9,17.3
2926,27/05/2019,22:09:20,28.0,16.3,26.9,17.3
2927,27/05/2019,22:09:30,28.0,16.3,26.9,17.3
2928,27/05/2019,22:09:40,28.0,16.3,26.9,17.3
2929,27/05/2019,22:09:50,28.0,16.3,26.9,17.3
2930,27/05/2019,22:10:00,27.9,16.3,26.9,17.3
2931,27/05/2019,22:10:10,27.9,16.3,26.9,17.3
2932,27/05/2019,22:10:20,27.9,16.3,26.9,17.3
2933,27/05/2019,22:10:30,27.9,16.3,26.9,17.3
2934,27/05/2019,22:10:40,27.9,16.3,26.9,17.3
2935,27/05/2019,22:10:50,27.9,16.3,26.9,17.3
2936,27/05/2019,22:11:00,27.9,16.3,26.9,17.3
2937,27/05/2019,22:11:10,27.9,16.3,26.9,17.3
2938,27/05/2019,22:11:20,27.9,16.3,26.9,17.3
2939,27/05/2019,22:11:30,27.9,16.3,26.9,17.3
2940,27/05/2019,22:11:40,27.9,16.3,26.9,17.3
2941,27/05/2019,22:11:50,27.9,16.3,26.9,17.3
2942,27/05/2019,22:12:00,27.9,16.3,26.9,17.3
2943,27/05/2019,22:12:10,28.0,16.4,26.9,17.3
2944,27/05/2019,22:12:20,28.0,16.4,26.8,17.3
2945,27/05/2019,22:12:30,28.0,16.4,26.8,17.3
2946,27/05/2019,22:12:40,28.0,16.4,26.8,17.3
2947,27/05/2019,22:12:50,27.9,16.4,26.8,17.3
2948,27/05/2019,22:13:00,27.9,16.4,26.8,17.3
2949,27/05/2019,22:13:10,27.9,16.4,26.8,17.3
2950,27/05/2019,22:13:20,28.0,16.4,26.8,17.3
2951,27/05/2019,22:13:30,28.0,16.4,26.8,17.3
2952,27/05/2019,22:13:40,28.0,16.4,26.8,17.3
2953,27/05/2019,22:13:50,27.9,16.4,26.8,17.3
2954,27/05/2019,22:14:00,27.9,16.4,26.7,17.3
2955,27/05/2019,22:14:10,27.9,16.4,26.7,17.3
2956,27/05/2019,22:14:20,27.9,16.4,26.7,17.3
2957,27/05/2019,22:14:30,27.9,16.4,26.8,17.4
2958,27/05/2019,22:14:40,27.8,16.4,26.8,17.4
2959,27/05/2019,22:14:50,27.8,16.4,26.8,17.4
2960,27/05/2019,22:15:00,27.8,16.4,26.8,17.4
2961,27/05/2019,22:15:10,27.8,16.4,26.8,17.4
2962,27/05/2019,22:15:20,27.8,16.4,26.8,17.4
2963,27/05/2019,22:15:30,27.8,16.4,26.8,17.4
2964,27/05/2019,22:15:40,27.8,16.4,26.8,17.4
2965,27/05/2019,22:15:50,27.8,16.4,26.8,17.4
2966,27/05/2019,22:16:00,27.8,16.4,26.8,17.4
2967,27/05/2019,22:16:10,27.8,16.4,26.8,17.4
2968,27/05/2019,22:16:20,27.8,16.4,26.8,17.4
2969,27/05/2019,22:16:30,27.8,16.4,26.8,17.4
2970,27/05/2019,22:16:40,27.8,16.4,26.8,17.4
2971,27/05/2019,22:16:50,27.8,16.4,26.8,17.4
2972,27/05/2019,22:17:00,27.8,16.4,26.8,17.4
2973,27/05/2019,22:17:10,27.8,16.4,26.8,17.4
2974,27/05/2019,22:17:20,27.8,16.4,26.8,17.4
2975,27/05/2019,22:17:30,27.8,16.4,26.8,17.4
2976,27/05/2019,22:17:40,27.8,16.5,26.8,17.4
2977,27/05/2019,22:17:50,27.8,16.5,26.8,17.4
2978,27/05/2019,22:18:00,27.8,16.5,26.7,17.4
2979,27/05/2019,22:18:10,27.9,16.5,26.7,17.4
2980,27/05/2019,22:18:20,27.8,16.5,26.7,17.4
2981,27/05/2019,22:18:30,27.8,16.5,26.8,17.4
2982,27/05/2019,22:18:40,27.9,16.5,26.8,17.4
2983,27/05/2019,22:18:50,27.8,16.5,26.7,17.4
2984,27/05/2019,22:19:00,27.8,16.5,26.7,17.4
2985,27/05/2019,22:19:10,27.8,16.5,26.7,17.4
2986,27/05/2019,22:19:20,27.8,16.5,26.7,17.4
2987,27/05/2019,22:19:30,27.8,16.5,26.7,17.4
2988,27/05/2019,22:19:40,27.8,16.5,26.7,17.4
2989,27/05/2019,22:19:50,27.8,16.5,26.7,17.4
2990,27/05/2019,22:20:00,27.8,16.5,26.7,17.4
2991,27/05/2019,22:20:10,27.8,16.5,26.7,17.4
2992,27/05/2019,22:20:20,27.8,16.5,26.7,17.4
2993,27/05/2019,22:20:30,27.8,16.5,26.7,17.4
2994,27/05/2019,22:20:40,27.8,16.5,26.7,17.4
2995,27/05/2019,22:20:50,27.8,16.5,26.7,17.4
2996,27/05/2019,22:21:00,27.8,16.5,26.7,17.4
2997,27/05/2019,22:21:10,27.8,16.5,26.7,17.4
2998,27/05/2019,22:21:20,27.8,16.5,26.7,17.4
2999,27/05/2019,22:21:30,27.8,16.5,26.7,17.4
3000,27/05/2019,22:21:40,27.8,16.5,26.7,17.4
3001,27/05/2019,22:21:50,27.8,16.5,26.7,17.4
3002,27/05/2019,22:22:00,27.8,16.5,26.6,17.4
3003,27/05/2019,22:22:10,27.8,16.5,26.7,17.4
3004,27/05/2019,22:22:20,27.7,16.4,26.6,17.4
3005,27/05/2019,22:22:30,27.7,16.4,26.6,17.4
3006,27/05/2019,22:22:40,27.7,16.4,26.6,17.4
3007,27/05/2019,22:22:50,27.7,16.4,26.6,17.4
3008,27/05/2019,22:23:00,27.7,16.4,26.7,17.4
3009,27/05/2019,22:23:10,27.7,16.4,26.6,17.4
3010,27/05/2019,22:23:20,27.7,16.4,26.6,17.4
3011,27/05/2019,22:23:30,27.7,16.4,26.6,17.4
3012,27/05/2019,22:23:40,27.7,16.4,26.6,17.4
3013,27/05/2019,22:23:50,27.7,16.4,26.6,17.4
3014,27/05/2019,22:24:00,27.7,16.4,26.6,17.4
3015,27/05/2019,22:24:10,27.7,16.4,26.6,17.4
3016,27/05/2019,22:24:20,27.7,16.4,26.6,17.4
3017,27/05/2019,22:24:30,27.7,16.4,26.7,17.4
3018,27/05/2019,22:24:40,27.7,16.4,26.6,17.4
3019,27/05/2019,22:24:50,27.7,16.5,26.6,17.4
3020,27/05/2019,22:25:00,27.7,16.5,26.6,17.4
3021,27/05/2019,22:25:10,27.7,16.5,26.6,17.4
3022,27/05/2019,22:25:20,27.7,16.5,26.6,17.4
3023,27/05/2019,22:25:30,27.7,16.5,26.6,17.4
3024,27/05/2019,22:25:40,27.7,16.5,26.6,17.4
3025,27/05/2019,22:25:50,27.7,16.5,26.6,17.4
3026,27/05/2019,22:26:00,27.7,16.5,26.6,17.4
3027,27/05/2019,22:26:10,27.7,16.5,26.6,17.4
3028,27/05/2019,22:26:20,27.7,16.5,26.6,17.4
3029,27/05/2019,22:26:30,27.7,16.5,26.6,17.4
3030,27/05/2019,22:26:40,27.7,16.5,26.6,17.4
3031,27/05/2019,22:26:50,27.7,16.5,26.6,17.4
3032,27/05/2019,22:27:00,27.7,16.5,26.6,17.4
3033,27/05/2019,22:27:10,27.7,16.5,26.6,17.4
3034,27/05/2019,22:27:20,27.7,16.5,26.6,17.4
3035,27/05/2019,22:27:30,27.7,16.5,26.6,17.4
3036,27/05/2019,22:27:40,27.7,16.5,26.6,17.4
3037,27/05/2019,22:27:50,27.7,16.5,26.6,17.4
3038,27/05/2019,22:28:00,27.7,16.5,26.6,17.4
3039,27/05/2019,22:28:10,27.7,16.5,26.6,17.4
3040,27/05/2019,22:28:20,27.7,16.5,26.5,17.4
3041,27/05/2019,22:28:30,27.7,16.5,26.5,17.4
3042,27/05/2019,22:28:40,27.7,16.5,26.6,17.4
3043,27/05/2019,22:28:50,27.7,16.5,26.6,17.4
3044,27/05/2019,22:29:00,27.7,16.5,26.6,17.4
3045,27/05/2019,22:29:10,27.7,16.5,26.6,17.4
3046,27/05/2019,22:29:20,27.6,16.5,26.6,17.4
3047,27/05/2019,22:29:30,27.6,16.5,26.6,17.4
3048,27/05/2019,22:29:40,27.6,16.5,26.6,17.4
3049,27/05/2019,22:29:50,27.7,16.5,26.6,17.4
3050,27/05/2019,22:30:00,27.7,16.5,26.6,17.4
3051,27/05/2019,22:30:10,27.6,16.5,26.6,17.4
3052,27/05/2019,22:30:20,27.6,16.5,26.6,17.4
3053,27/05/2019,22:30:30,27.6,16.5,26.6,17.4
3054,27/05/2019,22:30:40,27.6,16.5,26.6,17.4
3055,27/05/2019,22:30:50,27.6,16.5,26.6,17.4
3056,27/05/2019,22:31:00,27.6,16.5,26.6,17.4
3057,27/05/2019,22:31:10,27.6,16.5,26.5,17.4
3058,27/05/2019,22:31:20,27.6,16.5,26.5,17.4
3059,27/05/2019,22:31:30,27.6,16.5,26.5,17.4
3060,27/05/2019,22:31:40,27.6,16.5,26.5,17.4
3061,27/05/2019,22:31:50,27.6,16.5,26.5,17.4
3062,27/05/2019,22:32:00,27.6,16.5,26.5,17.4
3063,27/05/2019,22:32:10,27.6,16.5,26.5,17.4
3064,27/05/2019,22:32:20,27.6,16.5,26.5,17.4
3065,27/05/2019,22:32:30,27.6,16.5,26.5,17.4
3066,27/05/2019,22:32:40,27.6,16.5,26.5,17.4
3067,27/05/2019,22:32:50,27.6,16.5,26.5,17.4
3068,27/05/2019,22:33:00,27.6,16.5,26.4,17.4
3069,27/05/2019,22:33:10,27.6,16.5,26.4,17.4
3070,27/05/2019,22:33:20,27.6,16.5,26.4,17.4
3071,27/05/2019,22:33:30,27.6,16.5,26.5,17.4
3072,27/05/2019,22:33:40,27.5,16.5,26.5,17.4
3073,27/05/2019,22:33:50,27.5,16.5,26.5,17.4
3074,27/05/2019,22:34:00,27.5,16.5,26.4,17.4
3075,27/05/2019,22:34:10,27.5,16.5,26.5,17.5
3076,27/05/2019,22:34:20,27.5,16.5,26.5,17.5
3077,27/05/2019,22:34:30,27.5,16.5,26.5,17.5
3078,27/05/2019,22:34:40,27.5,16.5,26.5,17.5
3079,27/05/2019,22:34:50,27.5,16.5,26.5,17.5
3080,27/05/2019,22:35:00,27.5,16.5,26.5,17.5
3081,27/05/2019,22:35:10,27.5,16.5,26.5,17.5
3082,27/05/2019,22:35:20,27.5,16.5,26.5,17.5
3083,27/05/2019,22:35:30,27.5,16.5,26.5,17.5
3084,27/05/2019,22:35:40,27.5,16.5,26.5,17.5
3085,27/05/2019,22:35:50,27.5,16.5,26.5,17.5
3086,27/05/2019,22:36:00,27.5,16.5,26.5,17.5
3087,27/05/2019,22:36:10,27.5,16.5,26.5,17.5
3088,27/05/2019,22:36:20,27.5,16.5,26.5,17.5
3089,27/05/2019,22:36:30,27.5,16.5,26.5,17.5
3090,27/05/2019,22:36:40,27.5,16.5,26.5,17.5
3091,27/05/2019,22:36:50,27.5,16.5,26.5,17.5
3092,27/05/2019,22:37:00,27.5,16.5,26.5,17.5
3093,27/05/2019,22:37:10,27.5,16.5,26.5,17.5
3094,27/05/2019,22:37:20,27.5,16.5,26.5,17.5
3095,27/05/2019,22:37:30,27.4,16.5,26.5,17.5
3096,27/05/2019,22:37:40,27.4,16.5,26.5,17.5
3097,27/05/2019,22:37:50,27.4,16.5,26.5,17.5
3098,27/05/2019,22:38:00,27.5,16.5,26.5,17.5
3099,27/05/2019,22:38:10,27.4,16.5,26.5,17.5
3100,27/05/2019,22:38:20,27.5,16.5,26.5,17.5
3101,27/05/2019,22:38:30,27.5,16.5,26.4,17.5
3102,27/05/2019,22:38:40,27.5,16.5,26.4,17.5
3103,27/05/2019,22:38:50,27.4,16.5,26.4,17.5
3104,27/05/2019,22:39:00,27.4,16.5,26.4,17.5
3105,27/05/2019,22:39:10,27.4,16.5,26.4,17.5
3106,27/05/2019,22:39:20,27.4,16.5,26.4,17.5
3107,27/05/2019,22:39:30,27.4,16.5,26.4,17.5
3108,27/05/2019,22:39:40,27.4,16.5,26.4,17.5
3109,27/05/2019,22:39:50,27.4,16.5,26.4,17.5
3110,27/05/2019,22:40:00,27.4,16.5,26.4,17.5
3111,27/05/2019,22:40:10,27.4,16.5,26.4,17.5
3112,27/05/2019,22:40:20,27.4,16.5,26.4,17.5
3113,27/05/2019,22:40:30,27.4,16.5,26.4,17.5
3114,27/05/2019,22:40:40,27.4,16.5,26.4,17.5
3115,27/05/2019,22:40:50,27.4,16.5,26.4,17.5
3116,27/05/2019,22:41:00,27.4,16.5,26.4,17.5
3117,27/05/2019,22:41:10,27.4,16.5,26.4,17.5
3118,27/05/2019,22:41:20,27.4,16.5,26.4,17.5
3119,27/05/2019,22:41:30,27.4,16.5,26.4,17.5
3120,27/05/2019,22:41:40,27.4,16.5,26.4,17.5
3121,27/05/2019,22:41:50,27.4,16.5,26.4,17.5
3122,27/05/2019,22:42:00,27.3,16.5,26.4,17.5
3123,27/05/2019,22:42:10,27.4,16.5,26.4,17.5
3124,27/05/2019,22:42:20,27.4,16.5,26.4,17.5
3125,27/05/2019,22:42:30,27.4,16.5,26.3,17.5
3126,27/05/2019,22:42:40,27.4,16.5,26.3,17.5
3127,27/05/2019,22:42:50,27.4,16.5,26.3,17.5
3128,27/05/2019,22:43:00,27.4,16.5,26.3,17.5
3129,27/05/2019,22:43:10,27.4,16.5,26.3,17.5
3130,27/05/2019,22:43:20,27.4,16.5,26.3,17.5
3131,27/05/2019,22:43:30,27.4,16.5,26.3,17.5
3132,27/05/2019,22:43:40,27.4,16.5,26.3,17.5
3133,27/05/2019,22:43:50,27.4,16.5,26.3,17.5
3134,27/05/2019,22:44:00,27.4,16.5,26.3,17.5
3135,27/05/2019,22:44:10,27.4,16.5,26.3,17.5
3136,27/05/2019,22:44:20,27.4,16.5,26.3,17.5
3137,27/05/2019,22:44:30,27.4,16.5,26.3,17.5
3138,27/05/2019,22:44:40,27.4,16.5,26.4,17.5
3139,27/05/2019,22:44:50,27.4,16.5,26.4,17.5
3140,27/05/2019,22:45:00,27.3,16.5,26.3,17.5
3141,27/05/2019,22:45:10,27.3,16.5,26.3,17.5
3142,27/05/2019,22:45:20,27.3,16.5,26.3,17.5
