Legend:

1-P =,Untitled 1 Process
1-A =,Untitled 1 Ambient
2-P =,Untitled 2 Process
2-A =,Untitled 2 Ambient


Interval:,10,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
5259,28/05/2019,04:38:10,23.0,16.3,22.9,17.2
5260,28/05/2019,04:38:20,23.0,16.3,22.9,17.2
5261,28/05/2019,04:38:30,23.0,16.3,22.9,17.2
5262,28/05/2019,04:38:40,23.0,16.3,22.9,17.2
5263,28/05/2019,04:38:50,23.0,16.3,22.9,17.2
5264,28/05/2019,04:39:00,23.0,16.3,22.9,17.2
5265,28/05/2019,04:39:10,23.0,16.3,22.9,17.2
5266,28/05/2019,04:39:20,23.0,16.3,22.9,17.2
5267,28/05/2019,04:39:30,23.0,16.3,22.8,17.2
5268,28/05/2019,04:39:40,23.0,16.3,22.8,17.2
5269,28/05/2019,04:39:50,23.0,16.3,22.8,17.2
5270,28/05/2019,04:40:00,23.0,16.3,22.8,17.2
5271,28/05/2019,04:40:10,23.0,16.3,22.9,17.2
5272,28/05/2019,04:40:20,23.0,16.3,22.9,17.2
5273,28/05/2019,04:40:30,23.0,16.3,22.9,17.2
5274,28/05/2019,04:40:40,22.9,16.3,22.9,17.2
5275,28/05/2019,04:40:50,23.0,16.3,22.9,17.2
5276,28/05/2019,04:41:00,23.0,16.3,22.9,17.2
5277,28/05/2019,04:41:10,23.0,16.3,22.9,17.2
5278,28/05/2019,04:41:20,23.0,16.3,22.8,17.2
5279,28/05/2019,04:41:30,23.0,16.3,22.8,17.2
5280,28/05/2019,04:41:40,23.0,16.3,22.9,17.2
5281,28/05/2019,04:41:50,23.0,16.3,22.9,17.2
5282,28/05/2019,04:42:00,23.0,16.3,22.9,17.2
5283,28/05/2019,04:42:10,23.0,16.3,22.9,17.2
5284,28/05/2019,04:42:20,23.0,16.3,22.9,17.2
5285,28/05/2019,04:42:30,22.9,16.3,22.9,17.2
5286,28/05/2019,04:42:40,22.9,16.3,22.9,17.2
5287,28/05/2019,04:42:50,22.9,16.3,22.8,17.2
5288,28/05/2019,04:43:00,22.9,16.3,22.8,17.2
5289,28/05/2019,04:43:10,22.9,16.3,22.8,17.2
5290,28/05/2019,04:43:20,23.0,16.3,22.8,17.2
5291,28/05/2019,04:43:30,23.0,16.3,22.8,17.2
5292,28/05/2019,04:43:40,23.0,16.3,22.8,17.2
5293,28/05/2019,04:43:50,23.0,16.3,22.8,17.2
5294,28/05/2019,04:44:00,23.0,16.3,22.8,17.2
5295,28/05/2019,04:44:10,23.0,16.3,22.8,17.2
5296,28/05/2019,04:44:20,22.9,16.3,22.8,17.2
5297,28/05/2019,04:44:30,22.9,16.3,22.8,17.2
5298,28/05/2019,04:44:40,22.9,16.3,22.8,17.2
5299,28/05/2019,04:44:50,22.9,16.3,22.9,17.2
5300,28/05/2019,04:45:00,22.9,16.3,22.9,17.2
5301,28/05/2019,04:45:10,23.0,16.3,22.9,17.2
5302,28/05/2019,04:45:20,23.0,16.3,22.9,17.2
5303,28/05/2019,04:45:30,23.0,16.3,22.9,17.2
5304,28/05/2019,04:45:40,23.0,16.3,22.9,17.2
5305,28/05/2019,04:45:50,23.0,16.3,22.9,17.2
5306,28/05/2019,04:46:00,23.0,16.3,22.9,17.2
5307,28/05/2019,04:46:10,23.0,16.3,22.8,17.2
5308,28/05/2019,04:46:20,23.0,16.3,22.8,17.2
5309,28/05/2019,04:46:30,22.9,16.2,22.9,17.2
5310,28/05/2019,04:46:40,22.9,16.2,22.8,17.1
5311,28/05/2019,04:46:50,22.9,16.2,22.8,17.1
5312,28/05/2019,04:47:00,22.9,16.2,22.8,17.1
5313,28/05/2019,04:47:10,22.9,16.2,22.8,17.1
5314,28/05/2019,04:47:20,22.9,16.2,22.8,17.1
5315,28/05/2019,04:47:30,22.9,16.2,22.8,17.1
5316,28/05/2019,04:47:40,22.9,16.2,22.8,17.1
5317,28/05/2019,04:47:50,22.9,16.2,22.8,17.1
5318,28/05/2019,04:48:00,22.9,16.2,22.8,17.1
5319,28/05/2019,04:48:10,22.9,16.2,22.8,17.1
5320,28/05/2019,04:48:20,22.9,16.2,22.8,17.2
5321,28/05/2019,04:48:30,22.9,16.2,22.8,17.2
5322,28/05/2019,04:48:40,22.9,16.2,22.8,17.2
5323,28/05/2019,04:48:50,22.9,16.2,22.8,17.2
5324,28/05/2019,04:49:00,22.9,16.2,22.8,17.2
5325,28/05/2019,04:49:10,22.9,16.2,22.8,17.2
5326,28/05/2019,04:49:20,22.9,16.2,22.8,17.2
5327,28/05/2019,04:49:30,22.9,16.2,22.8,17.2
5328,28/05/2019,04:49:40,22.9,16.2,22.8,17.2
5329,28/05/2019,04:49:50,22.9,16.2,22.8,17.2
5330,28/05/2019,04:50:00,22.9,16.2,22.8,17.2
5331,28/05/2019,04:50:10,22.9,16.2,22.8,17.2
5332,28/05/2019,04:50:20,22.9,16.2,22.8,17.2
5333,28/05/2019,04:50:30,22.9,16.2,22.8,17.2
5334,28/05/2019,04:50:40,22.9,16.2,22.8,17.2
5335,28/05/2019,04:50:50,22.9,16.2,22.8,17.2
5336,28/05/2019,04:51:00,22.9,16.2,22.8,17.2
5337,28/05/2019,04:51:10,22.9,16.2,22.8,17.2
5338,28/05/2019,04:51:20,22.9,16.2,22.8,17.2
5339,28/05/2019,04:51:30,22.9,16.2,22.8,17.1
5340,28/05/2019,04:51:40,22.9,16.2,22.8,17.1
5341,28/05/2019,04:51:50,22.9,16.2,22.8,17.1
5342,28/05/2019,04:52:00,22.9,16.2,22.8,17.1
5343,28/05/2019,04:52:10,22.9,16.2,22.8,17.1
5344,28/05/2019,04:52:20,22.9,16.2,22.7,17.1
5345,28/05/2019,04:52:30,22.9,16.2,22.8,17.1
5346,28/05/2019,04:52:40,22.9,16.2,22.8,17.1
5347,28/05/2019,04:52:50,22.9,16.2,22.8,17.1
5348,28/05/2019,04:53:00,22.9,16.2,22.8,17.1
5349,28/05/2019,04:53:10,22.9,16.2,22.7,17.1
5350,28/05/2019,04:53:20,22.9,16.2,22.7,17.1
5351,28/05/2019,04:53:30,22.9,16.2,22.7,17.1
5352,28/05/2019,04:53:40,22.9,16.2,22.8,17.1
5353,28/05/2019,04:53:50,22.9,16.2,22.8,17.1
5354,28/05/2019,04:54:00,22.9,16.2,22.8,17.1
5355,28/05/2019,04:54:10,22.9,16.2,22.8,17.1
5356,28/05/2019,04:54:20,22.9,16.2,22.8,17.1
5357,28/05/2019,04:54:30,22.9,16.2,22.8,17.1
5358,28/05/2019,04:54:40,22.9,16.2,22.7,17.1
5359,28/05/2019,04:54:50,22.9,16.2,22.7,17.1
5360,28/05/2019,04:55:00,22.9,16.2,22.8,17.1
5361,28/05/2019,04:55:10,22.9,16.2,22.8,17.1
5362,28/05/2019,04:55:20,22.9,16.2,22.8,17.1
5363,28/05/2019,04:55:30,22.9,16.2,22.8,17.1
5364,28/05/2019,04:55:40,22.9,16.2,22.8,17.1
5365,28/05/2019,04:55:50,22.9,16.2,22.8,17.1
5366,28/05/2019,04:56:00,22.9,16.2,22.8,17.1
5367,28/05/2019,04:56:10,22.9,16.3,22.8,17.1
5368,28/05/2019,04:56:20,22.9,16.3,22.8,17.1
5369,28/05/2019,04:56:30,22.9,16.3,22.8,17.1
5370,28/05/2019,04:56:40,22.9,16.3,22.8,17.1
5371,28/05/2019,04:56:50,22.9,16.3,22.8,17.1
5372,28/05/2019,04:57:00,22.9,16.3,22.8,17.1
5373,28/05/2019,04:57:10,22.9,16.3,22.8,17.1
5374,28/05/2019,04:57:20,22.9,16.3,22.8,17.1
5375,28/05/2019,04:57:30,22.9,16.3,22.8,17.1
5376,28/05/2019,04:57:40,22.9,16.3,22.8,17.1
5377,28/05/2019,04:57:50,22.9,16.3,22.8,17.1
5378,28/05/2019,04:58:00,22.9,16.3,22.8,17.1
5379,28/05/2019,04:58:10,22.9,16.3,22.8,17.1
5380,28/05/2019,04:58:20,22.9,16.3,22.8,17.1
5381,28/05/2019,04:58:30,22.9,16.3,22.8,17.1
5382,28/05/2019,04:58:40,22.9,16.3,22.8,17.1
5383,28/05/2019,04:58:50,22.9,16.3,22.8,17.1
5384,28/05/2019,04:59:00,22.9,16.3,22.8,17.1
5385,28/05/2019,04:59:10,22.9,16.3,22.8,17.1
5386,28/05/2019,04:59:20,22.9,16.3,22.8,17.1
5387,28/05/2019,04:59:30,22.9,16.3,22.8,17.1
5388,28/05/2019,04:59:40,22.9,16.3,22.8,17.1
5389,28/05/2019,04:59:50,22.9,16.3,22.8,17.1
5390,28/05/2019,05:00:00,22.9,16.3,22.8,17.1
5391,28/05/2019,05:00:10,22.9,16.3,22.7,17.1
5392,28/05/2019,05:00:20,22.9,16.3,22.7,17.1
5393,28/05/2019,05:00:30,22.9,16.3,22.7,17.1
5394,28/05/2019,05:00:40,22.9,16.3,22.7,17.1
5395,28/05/2019,05:00:50,22.9,16.3,22.7,17.1
5396,28/05/2019,05:01:00,22.9,16.3,22.7,17.1
5397,28/05/2019,05:01:10,22.9,16.3,22.7,17.1
5398,28/05/2019,05:01:20,22.9,16.3,22.7,17.1
5399,28/05/2019,05:01:30,22.9,16.3,22.7,17.1
5400,28/05/2019,05:01:40,22.9,16.3,22.7,17.1
5401,28/05/2019,05:01:50,22.9,16.3,22.7,17.1
5402,28/05/2019,05:02:00,22.9,16.2,22.7,17.1
5403,28/05/2019,05:02:10,22.9,16.3,22.7,17.1
5404,28/05/2019,05:02:20,22.9,16.2,22.7,17.1
5405,28/05/2019,05:02:30,22.8,16.2,22.7,17.1
5406,28/05/2019,05:02:40,22.8,16.2,22.7,17.1
5407,28/05/2019,05:02:50,22.8,16.2,22.7,17.1
5408,28/05/2019,05:03:00,22.8,16.2,22.7,17.1
5409,28/05/2019,05:03:10,22.8,16.2,22.7,17.1
5410,28/05/2019,05:03:20,22.8,16.2,22.7,17.1
5411,28/05/2019,05:03:30,22.8,16.2,22.7,17.1
5412,28/05/2019,05:03:40,22.8,16.2,22.7,17.1
5413,28/05/2019,05:03:50,22.8,16.2,22.7,17.1
5414,28/05/2019,05:04:00,22.8,16.2,22.7,17.1
5415,28/05/2019,05:04:10,22.8,16.2,22.7,17.1
5416,28/05/2019,05:04:20,22.8,16.2,22.7,17.1
5417,28/05/2019,05:04:30,22.8,16.2,22.7,17.1
5418,28/05/2019,05:04:40,22.8,16.2,22.7,17.1
5419,28/05/2019,05:04:50,22.8,16.2,22.7,17.1
5420,28/05/2019,05:05:00,22.8,16.2,22.7,17.1
5421,28/05/2019,05:05:10,22.8,16.2,22.7,17.1
5422,28/05/2019,05:05:20,22.8,16.2,22.7,17.1
5423,28/05/2019,05:05:30,22.8,16.2,22.7,17.1
5424,28/05/2019,05:05:40,22.8,16.2,22.7,17.1
5425,28/05/2019,05:05:50,22.8,16.2,22.7,17.1
5426,28/05/2019,05:06:00,22.8,16.2,22.7,17.1
5427,28/05/2019,05:06:10,22.8,16.2,22.7,17.1
5428,28/05/2019,05:06:20,22.8,16.2,22.7,17.1
5429,28/05/2019,05:06:30,22.8,16.2,22.7,17.1
5430,28/05/2019,05:06:40,22.8,16.2,22.7,17.1
5431,28/05/2019,05:06:50,22.8,16.2,22.7,17.1
5432,28/05/2019,05:07:00,22.8,16.2,22.7,17.1
5433,28/05/2019,05:07:10,22.8,16.2,22.7,17.1
5434,28/05/2019,05:07:20,22.8,16.2,22.7,17.1
5435,28/05/2019,05:07:30,22.8,16.2,22.7,17.1
5436,28/05/2019,05:07:40,22.8,16.2,22.7,17.1
5437,28/05/2019,05:07:50,22.8,16.2,22.7,17.1
5438,28/05/2019,05:08:00,22.8,16.2,22.7,17.1
5439,28/05/2019,05:08:10,22.8,16.2,22.7,17.1
5440,28/05/2019,05:08:20,22.8,16.2,22.7,17.1
5441,28/05/2019,05:08:30,22.8,16.2,22.7,17.1
5442,28/05/2019,05:08:40,22.8,16.2,22.7,17.1
5443,28/05/2019,05:08:50,22.8,16.2,22.7,17.1
5444,28/05/2019,05:09:00,22.8,16.2,22.7,17.1
5445,28/05/2019,05:09:10,22.8,16.2,22.7,17.1
5446,28/05/2019,05:09:20,22.8,16.2,22.7,17.1
5447,28/05/2019,05:09:30,22.8,16.2,22.6,17.1
5448,28/05/2019,05:09:40,22.8,16.2,22.7,17.1
5449,28/05/2019,05:09:50,22.8,16.2,22.7,17.1
5450,28/05/2019,05:10:00,22.8,16.2,22.7,17.1
5451,28/05/2019,05:10:10,22.8,16.2,22.7,17.1
5452,28/05/2019,05:10:20,22.8,16.2,22.7,17.1
5453,28/05/2019,05:10:30,22.8,16.2,22.7,17.1
5454,28/05/2019,05:10:40,22.8,16.2,22.7,17.1
5455,28/05/2019,05:10:50,22.8,16.2,22.7,17.1
5456,28/05/2019,05:11:00,22.8,16.2,22.7,17.1
5457,28/05/2019,05:11:10,22.8,16.2,22.7,17.1
5458,28/05/2019,05:11:20,22.8,16.2,22.7,17.1
5459,28/05/2019,05:11:30,22.8,16.2,22.7,17.1
5460,28/05/2019,05:11:40,22.8,16.2,22.7,17.1
5461,28/05/2019,05:11:50,22.8,16.2,22.7,17.1
5462,28/05/2019,05:12:00,22.8,16.2,22.7,17.1
5463,28/05/2019,05:12:10,22.8,16.2,22.7,17.1
5464,28/05/2019,05:12:20,22.8,16.2,22.7,17.1
5465,28/05/2019,05:12:30,22.8,16.2,22.7,17.1
5466,28/05/2019,05:12:40,22.8,16.2,22.7,17.1
5467,28/05/2019,05:12:50,22.8,16.2,22.7,17.1
5468,28/05/2019,05:13:00,22.8,16.2,22.7,17.1
5469,28/05/2019,05:13:10,22.8,16.2,22.7,17.1
5470,28/05/2019,05:13:20,22.8,16.2,22.7,17.1
5471,28/05/2019,05:13:30,22.8,16.2,22.7,17.1
5472,28/05/2019,05:13:40,22.8,16.2,22.7,17.1
5473,28/05/2019,05:13:50,22.8,16.2,22.7,17.1
5474,28/05/2019,05:14:00,22.8,16.2,22.7,17.1
5475,28/05/2019,05:14:10,22.7,16.2,22.7,17.1
5476,28/05/2019,05:14:20,22.7,16.2,22.7,17.1
5477,28/05/2019,05:14:30,22.7,16.2,22.7,17.1
5478,28/05/2019,05:14:40,22.7,16.2,22.7,17.1
5479,28/05/2019,05:14:50,22.8,16.2,22.7,17.1
5480,28/05/2019,05:15:00,22.8,16.2,22.7,17.1
5481,28/05/2019,05:15:10,22.8,16.2,22.7,17.1
5482,28/05/2019,05:15:20,22.8,16.2,22.6,17.1
5483,28/05/2019,05:15:30,22.7,16.2,22.6,17.1
5484,28/05/2019,05:15:40,22.8,16.2,22.6,17.1
5485,28/05/2019,05:15:50,22.8,16.2,22.6,17.1
5486,28/05/2019,05:16:00,22.8,16.2,22.6,17.1
5487,28/05/2019,05:16:10,22.8,16.2,22.6,17.1
5488,28/05/2019,05:16:20,22.8,16.2,22.6,17.1
5489,28/05/2019,05:16:30,22.8,16.2,22.6,17.1
5490,28/05/2019,05:16:40,22.8,16.2,22.6,17.1
5491,28/05/2019,05:16:50,22.8,16.2,22.6,17.1
5492,28/05/2019,05:17:00,22.8,16.2,22.6,17.1
5493,28/05/2019,05:17:10,22.8,16.2,22.6,17.1
5494,28/05/2019,05:17:20,22.7,16.2,22.6,17.1
5495,28/05/2019,05:17:30,22.7,16.2,22.6,17.1
5496,28/05/2019,05:17:40,22.7,16.2,22.6,17.1
5497,28/05/2019,05:17:50,22.7,16.2,22.6,17.1
5498,28/05/2019,05:18:00,22.8,16.2,22.6,17.1
5499,28/05/2019,05:18:10,22.7,16.2,22.6,17.1
5500,28/05/2019,05:18:20,22.7,16.2,22.6,17.1
5501,28/05/2019,05:18:30,22.7,16.2,22.6,17.1
5502,28/05/2019,05:18:40,22.7,16.2,22.6,17.1
5503,28/05/2019,05:18:50,22.7,16.2,22.6,17.1
5504,28/05/2019,05:19:00,22.7,16.2,22.6,17.1
5505,28/05/2019,05:19:10,22.7,16.2,22.6,17.1
5506,28/05/2019,05:19:20,22.7,16.2,22.6,17.1
5507,28/05/2019,05:19:30,22.7,16.2,22.6,17.1
5508,28/05/2019,05:19:40,22.7,16.2,22.6,17.1
5509,28/05/2019,05:19:50,22.7,16.2,22.6,17.1
5510,28/05/2019,05:20:00,22.7,16.2,22.5,17.1
5511,28/05/2019,05:20:10,22.7,16.2,22.5,17.1
5512,28/05/2019,05:20:20,22.7,16.2,22.5,17.1
5513,28/05/2019,05:20:30,22.7,16.2,22.5,17.1
5514,28/05/2019,05:20:40,22.7,16.2,22.5,17.1
5515,28/05/2019,05:20:50,22.7,16.2,22.5,17.1
5516,28/05/2019,05:21:00,22.7,16.2,22.6,17.1
5517,28/05/2019,05:21:10,22.7,16.2,22.6,17.1
5518,28/05/2019,05:21:20,22.7,16.2,22.6,17.1
5519,28/05/2019,05:21:30,22.7,16.2,22.6,17.1
5520,28/05/2019,05:21:40,22.7,16.2,22.6,17.1
5521,28/05/2019,05:21:50,22.7,16.2,22.6,17.1
5522,28/05/2019,05:22:00,22.7,16.2,22.6,17.1
5523,28/05/2019,05:22:10,22.7,16.2,22.6,17.1
5524,28/05/2019,05:22:20,22.7,16.2,22.6,17.1
5525,28/05/2019,05:22:30,22.7,16.2,22.6,17.1
5526,28/05/2019,05:22:40,22.7,16.2,22.6,17.1
5527,28/05/2019,05:22:50,22.7,16.2,22.6,17.1
5528,28/05/2019,05:23:00,22.6,16.2,22.6,17.1
5529,28/05/2019,05:23:10,22.6,16.2,22.6,17.1
5530,28/05/2019,05:23:20,22.6,16.2,22.6,17.1
5531,28/05/2019,05:23:30,22.6,16.2,22.6,17.1
5532,28/05/2019,05:23:40,22.7,16.2,22.6,17.1
5533,28/05/2019,05:23:50,22.7,16.2,22.6,17.1
5534,28/05/2019,05:24:00,22.7,16.2,22.6,17.1
5535,28/05/2019,05:24:10,22.7,16.2,22.5,17.1
5536,28/05/2019,05:24:20,22.7,16.2,22.5,17.1
5537,28/05/2019,05:24:30,22.7,16.2,22.5,17.1
5538,28/05/2019,05:24:40,22.7,16.2,22.5,17.1
5539,28/05/2019,05:24:50,22.7,16.2,22.5,17.1
5540,28/05/2019,05:25:00,22.7,16.2,22.5,17.1
5541,28/05/2019,05:25:10,22.6,16.2,22.6,17.1
5542,28/05/2019,05:25:20,22.6,16.2,22.6,17.2
5543,28/05/2019,05:25:30,22.6,16.2,22.6,17.2
5544,28/05/2019,05:25:40,22.6,16.2,22.6,17.2
5545,28/05/2019,05:25:50,22.7,16.2,22.6,17.2
5546,28/05/2019,05:26:00,22.7,16.2,22.6,17.2
5547,28/05/2019,05:26:10,22.7,16.2,22.6,17.2
5548,28/05/2019,05:26:20,22.7,16.2,22.6,17.2
5549,28/05/2019,05:26:30,22.7,16.2,22.6,17.2
5550,28/05/2019,05:26:40,22.7,16.2,22.6,17.2
5551,28/05/2019,05:26:50,22.7,16.2,22.6,17.2
5552,28/05/2019,05:27:00,22.7,16.2,22.6,17.1
5553,28/05/2019,05:27:10,22.7,16.2,22.5,17.1
5554,28/05/2019,05:27:20,22.7,16.2,22.5,17.1
5555,28/05/2019,05:27:30,22.7,16.2,22.6,17.1
5556,28/05/2019,05:27:40,22.7,16.2,22.6,17.1
5557,28/05/2019,05:27:50,22.7,16.2,22.6,17.1
5558,28/05/2019,05:28:00,22.7,16.2,22.5,17.1
5559,28/05/2019,05:28:10,22.7,16.2,22.5,17.1
5560,28/05/2019,05:28:20,22.7,16.2,22.5,17.1
5561,28/05/2019,05:28:30,22.7,16.2,22.5,17.1
5562,28/05/2019,05:28:40,22.7,16.2,22.5,17.1
5563,28/05/2019,05:28:50,22.7,16.2,22.5,17.1
5564,28/05/2019,05:29:00,22.7,16.2,22.5,17.1
5565,28/05/2019,05:29:10,22.7,16.2,22.5,17.1
5566,28/05/2019,05:29:20,22.7,16.2,22.5,17.1
5567,28/05/2019,05:29:30,22.7,16.2,22.5,17.1
5568,28/05/2019,05:29:40,22.7,16.2,22.5,17.1
5569,28/05/2019,05:29:50,22.7,16.2,22.5,17.1
5570,28/05/2019,05:30:00,22.7,16.2,22.5,17.1
5571,28/05/2019,05:30:10,22.7,16.2,22.5,17.1
5572,28/05/2019,05:30:20,22.7,16.2,22.5,17.1
5573,28/05/2019,05:30:30,22.6,16.2,22.5,17.1
5574,28/05/2019,05:30:40,22.6,16.2,22.6,17.1
5575,28/05/2019,05:30:50,22.6,16.2,22.6,17.2
5576,28/05/2019,05:31:00,22.6,16.2,22.6,17.2
5577,28/05/2019,05:31:10,22.6,16.2,22.6,17.2
5578,28/05/2019,05:31:20,22.6,16.2,22.6,17.2
5579,28/05/2019,05:31:30,22.6,16.2,22.6,17.2
5580,28/05/2019,05:31:40,22.6,16.2,22.6,17.2
5581,28/05/2019,05:31:50,22.6,16.2,22.6,17.2
5582,28/05/2019,05:32:00,22.6,16.2,22.6,17.2
5583,28/05/2019,05:32:10,22.6,16.2,22.6,17.2
5584,28/05/2019,05:32:20,22.6,16.2,22.6,17.2
5585,28/05/2019,05:32:30,22.6,16.2,22.6,17.2
5586,28/05/2019,05:32:40,22.7,16.2,22.6,17.2
5587,28/05/2019,05:32:50,22.6,16.2,22.6,17.2
5588,28/05/2019,05:33:00,22.6,16.2,22.6,17.2
5589,28/05/2019,05:33:10,22.6,16.2,22.6,17.2
5590,28/05/2019,05:33:20,22.7,16.2,22.6,17.2
5591,28/05/2019,05:33:30,22.6,16.2,22.6,17.2
5592,28/05/2019,05:33:40,22.6,16.2,22.6,17.2
5593,28/05/2019,05:33:50,22.6,16.2,22.6,17.2
5594,28/05/2019,05:34:00,22.6,16.2,22.6,17.2
5595,28/05/2019,05:34:10,22.6,16.2,22.6,17.2
5596,28/05/2019,05:34:20,22.6,16.2,22.6,17.2
5597,28/05/2019,05:34:30,22.6,16.2,22.6,17.2
5598,28/05/2019,05:34:40,22.6,16.2,22.6,17.2
5599,28/05/2019,05:34:50,22.6,16.2,22.6,17.2
5600,28/05/2019,05:35:00,22.6,16.2,22.6,17.2
5601,28/05/2019,05:35:10,22.6,16.2,22.5,17.2
5602,28/05/2019,05:35:20,22.6,16.2,22.5,17.2
5603,28/05/2019,05:35:30,22.6,16.2,22.5,17.2
5604,28/05/2019,05:35:40,22.6,16.2,22.5,17.2
5605,28/05/2019,05:35:50,22.6,16.2,22.5,17.2
5606,28/05/2019,05:36:00,22.6,16.2,22.5,17.2
5607,28/05/2019,05:36:10,22.6,16.2,22.5,17.2
5608,28/05/2019,05:36:20,22.6,16.2,22.5,17.2
5609,28/05/2019,05:36:30,22.6,16.2,22.5,17.2
5610,28/05/2019,05:36:40,22.6,16.2,22.5,17.2
5611,28/05/2019,05:36:50,22.6,16.2,22.5,17.2
5612,28/05/2019,05:37:00,22.6,16.2,22.5,17.2
5613,28/05/2019,05:37:10,22.5,16.2,22.5,17.2
5614,28/05/2019,05:37:20,22.6,16.2,22.6,17.2
5615,28/05/2019,05:37:30,22.6,16.2,22.6,17.2
5616,28/05/2019,05:37:40,22.6,16.2,22.6,17.2
5617,28/05/2019,05:37:50,22.6,16.2,22.6,17.2
5618,28/05/2019,05:38:00,22.6,16.2,22.6,17.2
5619,28/05/2019,05:38:10,22.6,16.2,22.6,17.2
5620,28/05/2019,05:38:20,22.5,16.2,22.6,17.2
5621,28/05/2019,05:38:30,22.6,16.2,22.6,17.2
5622,28/05/2019,05:38:40,22.6,16.2,22.5,17.2
5623,28/05/2019,05:38:50,22.5,16.2,22.5,17.2
5624,28/05/2019,05:39:00,22.5,16.2,22.5,17.2
5625,28/05/2019,05:39:10,22.5,16.2,22.5,17.2
5626,28/05/2019,05:39:20,22.5,16.2,22.5,17.2
5627,28/05/2019,05:39:30,22.5,16.2,22.5,17.2
5628,28/05/2019,05:39:40,22.5,16.2,22.5,17.2
5629,28/05/2019,05:39:50,22.5,16.2,22.5,17.2
5630,28/05/2019,05:40:00,22.5,16.2,22.5,17.2
5631,28/05/2019,05:40:10,22.5,16.2,22.4,17.2
5632,28/05/2019,05:40:20,22.5,16.2,22.5,17.2
5633,28/05/2019,05:40:30,22.5,16.2,22.5,17.2
5634,28/05/2019,05:40:40,22.5,16.2,22.5,17.2
5635,28/05/2019,05:40:50,22.5,16.2,22.5,17.2
5636,28/05/2019,05:41:00,22.5,16.2,22.5,17.2
5637,28/05/2019,05:41:10,22.5,16.2,22.5,17.2
5638,28/05/2019,05:41:20,22.5,16.2,22.5,17.2
5639,28/05/2019,05:41:30,22.5,16.2,22.5,17.2
5640,28/05/2019,05:41:40,22.5,16.2,22.5,17.2
5641,28/05/2019,05:41:50,22.5,16.2,22.5,17.2
5642,28/05/2019,05:42:00,22.5,16.2,22.5,17.2
5643,28/05/2019,05:42:10,22.5,16.2,22.5,17.2
5644,28/05/2019,05:42:20,22.5,16.2,22.5,17.2
5645,28/05/2019,05:42:30,22.5,16.2,22.5,17.2
5646,28/05/2019,05:42:40,22.5,16.2,22.5,17.2
5647,28/05/2019,05:42:50,22.5,16.2,22.5,17.2
5648,28/05/2019,05:43:00,22.5,16.2,22.6,17.3
5649,28/05/2019,05:43:10,22.5,16.2,22.6,17.3
5650,28/05/2019,05:43:20,22.5,16.2,22.6,17.3
5651,28/05/2019,05:43:30,22.5,16.2,22.6,17.3
5652,28/05/2019,05:43:40,22.5,16.2,22.5,17.3
5653,28/05/2019,05:43:50,22.5,16.2,22.5,17.3
5654,28/05/2019,05:44:00,22.5,16.2,22.5,17.3
5655,28/05/2019,05:44:10,22.5,16.2,22.5,17.3
5656,28/05/2019,05:44:20,22.5,16.2,22.5,17.3
5657,28/05/2019,05:44:30,22.5,16.2,22.5,17.3
5658,28/05/2019,05:44:40,22.5,16.2,22.5,17.3
5659,28/05/2019,05:44:50,22.5,16.2,22.5,17.3
5660,28/05/2019,05:45:00,22.5,16.2,22.4,17.3
5661,28/05/2019,05:45:10,22.5,16.2,22.4,17.3
5662,28/05/2019,05:45:20,22.5,16.2,22.4,17.3
5663,28/05/2019,05:45:30,22.5,16.2,22.4,17.3
5664,28/05/2019,05:45:40,22.5,16.2,22.5,17.3
5665,28/05/2019,05:45:50,22.5,16.2,22.4,17.3
5666,28/05/2019,05:46:00,22.5,16.2,22.5,17.3
5667,28/05/2019,05:46:10,22.5,16.2,22.4,17.3
5668,28/05/2019,05:46:20,22.5,16.2,22.5,17.3
5669,28/05/2019,05:46:30,22.5,16.2,22.5,17.4
5670,28/05/2019,05:46:40,22.5,16.2,22.5,17.4
5671,28/05/2019,05:46:50,22.5,16.2,22.6,17.4
5672,28/05/2019,05:47:00,22.5,16.2,22.6,17.4
5673,28/05/2019,05:47:10,22.5,16.2,22.6,17.4
5674,28/05/2019,05:47:20,22.5,16.2,22.6,17.4
5675,28/05/2019,05:47:30,22.5,16.2,22.6,17.4
5676,28/05/2019,05:47:40,22.5,16.2,22.6,17.4
5677,28/05/2019,05:47:50,22.5,16.2,22.5,17.4
5678,28/05/2019,05:48:00,22.5,16.2,22.5,17.4
5679,28/05/2019,05:48:10,22.5,16.2,22.5,17.4
5680,28/05/2019,05:48:20,22.5,16.2,22.5,17.4
5681,28/05/2019,05:48:30,22.5,16.2,22.5,17.4
5682,28/05/2019,05:48:40,22.5,16.2,22.5,17.4
5683,28/05/2019,05:48:50,22.5,16.2,22.5,17.4
5684,28/05/2019,05:49:00,22.5,16.2,22.5,17.4
5685,28/05/2019,05:49:10,22.5,16.2,22.6,17.5
5686,28/05/2019,05:49:20,22.5,16.2,22.6,17.5
5687,28/05/2019,05:49:30,22.5,16.2,22.6,17.5
5688,28/05/2019,05:49:40,22.5,16.2,22.6,17.5
5689,28/05/2019,05:49:50,22.5,16.2,22.6,17.5
5690,28/05/2019,05:50:00,22.5,16.2,22.6,17.5
5691,28/05/2019,05:50:10,22.5,16.2,22.5,17.5
